1250,1325
1005,5
475,277
905,1796
125,677
483,608
718,1372
1345,1658
65,77
1015,1619
248,791
934,1778
174,779
1187,1036
1307,981
1077,857
295,1401
1066,604
1561,761
502,1917
1110,1026
1057,1849
215,1048
670,1554
1132,1168
611,923
661,1016
1644,256
1182,523
944,761
1834,1085
1288,670
1241,779
1747,283
503,1508
681,1168
227,902
1291,1716
656,1104
1244,1610
1294,1141
1196,838
870,156
156,1281
16,557
1433,1412
381,596
1668,597
1344,1240
645,158
482,584
312,432
1627,251
425,1044
944,465
1987,1279
38,1197
303,1931
1337,1855
936,274
1244,817
1336,439
789,949
227,9
111,858
993,1639
1959,810
1174,526
989,1251
350,180
859,959
1343,669
835,1485
442,286
1123,262
1046,1703
407,1383
1370,753
1763,1665
1147,307
1708,312
1629,376
154,1981
1632,1343
